DD,GGGGGGGGGGG,27
TTT,KKKK,92
II,OOOOOOOO,56
QQQQ,TTTTTTTTTTT,83
III,PPPPPPPPPP,59
OOOOO,CCCCCCCCC,82
PP,JJJJJJJJJJJJ,60
YYY,XXXXXXXXXXX,19
JJJ,QQQQQ,35
JJJ,TTTTTTTTTTT,54
QQQQ,IIIIIIIIIII,14
VVVVVV,EEEEEEEEEE,43
HHH,TTTT,51
CCC,LLLLLLL,63
HH,UUUUUUU,96
C,SSSSSSSSSSS,13
QQQQQQQQ,CCCCCCCCCCC,57
BB,IIIII,66
HHHHHHH,SSSSSSSSSSS,58
Z,UUU,96
VVVVVVVVV,DDDDDDDDDDDD,37
GGGGGG,OOOOOOO,64
H,MMMMMMMMMMM,89
VV,GGGG,33
EEEEEE,BBBBBBBBB,67
NNNNNN,ZZZZZZZ,52
NNNN,IIIIIIII,64
UUUUU,VVVVVV,47
III,ZZZZ,14
GGGGGGG,MMMMMMMMM,70
SS,FFFFFFFF,1
WWWWWW,CCCCCCCC,33
NNNNNNN,XXXXXXXXXX,43
KKKKKKKKKKK,TTTTTTTTTTT,7
ZZZ,WWWWWWW,54
HHHH,UUUUU,35
NNNN,RRRRRRRRRRR,66
VVVVVVVV,HHHHHHHHHH,1
E,GGGGG,81
XXX,DDDDDDDDDD,99
CCCCCCCCCC,JJJJJJJJJJ,80
GG,CCCCCCC,37
HHH,ZZZZZZZ,33
GGG,KKKKKK,36
XXX,QQQQQQQ,71
EEEEEE,PPPPPPPP,23
B,GGGGGGGG,56
CC,AAA,80
UUU,MMMMMMMMM,30
SSSSS,DDDDDDDDDD,54
LLLLLLL,SSSSSSS,13
GGGGG,BBBBBBBBBBBB,33
YYYY,JJJJJJJJJJJ,91
V,VVVVVV,97
XXXX,BBBBBBBBBBB,61
JJJJ,VVVVVVVVV,40
YYYYY,LLLLLLLL,64
UUUUU,LLLLLLL,34
JJJ,AAAAAAAAAAAA,92
ZZZZZZZZ,NNNNNNNNN,14
N,PP,100
SSS,WWWWWW,67
FFFF,HHHHHHH,90
KKKKKKKKKK,DDDDDDDDDDDD,27
S,II,71
GG,RRRRRRRRR,97
FFFFF,PPPPPP,34
TTT,ZZZZZ,36
CCCCC,QQQQQQQQQQQ,45
JJJJJ,TTTTTTT,29
EEEEEEE,AAAAAAAAAAA,15
AAA,KKKKKKKK,58
C,QQQQ,12
KK,ZZZZZZZZZZ,91
ZZZZ,FFFFFFFFFFF,33
KK,TTTTTTTT,34
OOOOOOO,XXXXXXXX,34
CCC,CCCCCCCCCCCC,65
WWWWW,HHHHHHHH,5
TTTTTTT,XXXXXXXXX,72
QQ,ZZZZZZZ,12
NNNNNNN,DDDDDDDDDD,59
N,WWWWWWWWW,6
R,RRRRR,53
YYYYYYYY,WWWWWWWWWW,43
IIIIII,VVVVVVVVVVV,87
J,VVVVV,51
NNNN,DDDDDDDDDD,96
F,CCC,6
IIII,XXXXXXXX,69
KK,BBBBBBBBBBB,15
S,DDDDDDDDDDD,89
PPPPPP,ZZZZZZZ,41
BBB,AAAAAAAAAAA,55
UU,HHHHHHHH,99
PPPPPP,VVVVVVV,11
VVVVVVVVVV,NNNNNNNNNNN,37
NNN,QQQQQQQQQ,67
Z,FFFFF,77
JJ,TTTTTTTTTTT,74
MMMMMM,EEEEEEEEEEE,67
B,VVVVVVVVVVV,86
ZZZZ,WWWWWW,91
BBBBB,FFFFFFF,14
EEEEEE,MMMMMMMMM,55
K,SSS,45
VV,GGGGGGGG,66
TTTTT,GGGGGGGGGGGG,46
HHHHHHHHHHH,VVVVVVVVVVV,22
QQQQ,SSSSSSSSS,17
GGG,QQQ,12
OOOOOOOO,JJJJJJJJJ,28
TTT,UUUUUUUUUUU,11
E,LLLLLLL,86
N,SSSSSSSSSSS,8
QQQQ,TTTTTTTTTT,29
XXXXXXXX,JJJJJJJJJJ,2
CCCC,YYYYYYYYY,62
AAAAAAAAAA,AAAAAAAAAAAA,30
E,DDDD,40
UU,ZZZZ,94
EEEEEE,CCCCCCCCCCC,70
AAAAAA,SSSSSSSSSS,13
AA,UUUUUUUUUU,69
PPPPPPP,IIIIIIII,25
LLLL,HHHHHHHHHHH,54
KKKKKK,UUUUUUUUUU,98
WWWWWWWW,JJJJJJJJJJ,25
CCCC,IIIII,78
OOO,EEEEEEEE,79
Q,SSSSSSSSS,56
D,CCCCC,57
TTT,UUUUUU,89
RRRRRR,WWWWWWWWW,85
D,DDDDD,51
LLLLL,YYYYYY,98
FFF,XXXXXXX,66
KKKKKKK,NNNNNNNN,48
V,XXXXXXX,95
JJJJJJJ,XXXXXXXXXXX,83
NNNNNNNN,IIIIIIIIIII,2
F,R,44
IIIIIII,DDDDDDDDD,46
XXX,HHHHHHHHH,88
UU,XXXXXX,48
ZZZZZZ,SSSSSSSSSSS,30
CCCC,BBBBBB,50
GGGGGG,RRRRRRRR,74
DDDDDDDDDDD,UUUUUUUUUUU,17
II,LLLLLLLLL,86
KK,WW,27
MM,IIIIIIIIIII,53
UU,YYYYYYYY,99
HHH,LLL,19
BBBBBBBB,MMMMMMMMMMM,3
WWWWW,PPPPPPPPP,37
HH,DDDDDDDD,29
DD,CCCCCCCCC,22
XXX,WWWWWWWWW,8
NN,WWWWW,58
FFFF,KKKKKKK,61
O,GGGGGGG,49
FFF,JJJJJJJJ,36
HHHH,LLLLL,32
PPPPP,GGGGGGG,47
PPPPPP,PPPPPPPPPP,71
PP,NNNNNNNNNNN,20
WW,OOOOOO,72
EEEEEEEE,RRRRRRRRRR,50
EEEEEEEEE,TTTTTTTTTT,35
Z,ZZ,17
LL,WW,93
W,BBBBBBBBB,70
ZZZZZZZZZ,WWWWWWWWWWW,1
BB,RR,5
H,MMMMMMMMMMMM,26
ZZZZZZ,TTTTTTTTT,53
S,CCCCC,26
TTTTTTTTT,IIIIIIIIIIII,60
YYY,IIIIII,91
WW,BBBBB,53
H,VVVV,67
WWW,LLLL,94
E,QQQQQQ,72
N,GGGGGGGGG,95
DDDDD,UUUUUUU,46
AAAAAAA,OOOOOOOO,60
AAAA,AAAAAAAAAAA,42
OOOOOOOO,EEEEEEEEEEEE,28
SSSS,MMMMMMMM,70
TTT,VVVVVV,34
A,CCCCCCC,78
QQQQQQ,GGGGGGGGGG,24
WWWWWW,MMMMMMMMM,37
EEEEEEEEEE,KKKKKKKKKKKK,94
R,BBBBB,13
Z,MM,70
KKKKKKKK,IIIIIIIIIII,8
MMMMMM,JJJJJJJJJJJJ,57
AA,LLLLLLLLLLL,34
IIIIIII,LLLLLLLL,67
L,Y,33
IIIIIIIIII,TTTTTTTTTT,55
NNNNNNNN,ZZZZZZZZZ,79
VVV,RRRRRRRRRR,84
UUU,PPPPPP,18
BBBB,QQQQQQQQQ,44
YY,PPPPPPPP,75
CCCCCCCC,NNNNNNNNNN,75
I,U,17
F,CCCCCCCCCCCC,5
K,ZZZZZZZZ,26
YY,CCC,64
YYYY,OOOOO,71
TTTTTTT,FFFFFFFFFFFF,94
NNNNNN,YYYYYYYYYY,47
TTTTTT,GGGGGGGGGG,70
MMMMM,LLLLLLLL,97
DDDD,OOOOOOO,88
TTTTTTT,XXXXXXX,70
OOOOO,OOOOOOOOOOO,36
I,PPPPPPPPPP,85
NNNNNN,EEEEEEEE,2
TTTTTT,XXXXXX,27
PPPP,OOOOOO,5
GG,VVVV,72
II,FFFFFFFFFFFF,5
C,BBBBBBBBBBBB,3
J,OOOOOOOOOO,40
AAAAAAAAAA,FFFFFFFFFFF,40
AA,AAAAAA,63
LLLLL,AAAAAAAA,42
EE,VVV,12
HHHHHHHHHH,EEEEEEEEEEEE,79
NNNN,IIIIII,62
H,DDDDDDDDDD,94
L,V,45
FF,LLLLLLLLLLL,6
JJJ,SSSSSSSSSS,56
KKKKKK,RRRRRRRRR,73
LLL,UUUUUUUUUU,28
BBBBB,PPPPPPPPP,44
ZZZZ,GGGGGGG,70
B,SSSSSS,80
EEEEEEE,RRRRRRRRR,74
VV,OOOOOOOO,80
TTTT,EEEEEEEEEEE,64
FFFFFFFFF,IIIIIIIIII,5
YYYYYYY,NNNNNNNN,88
MM,YYYYYY,14
LLLLL,UUUUUUUUUU,32
LLLLLLL,ZZZZZZZ,99
AAAAAAAAAAA,OOOOOOOOOOO,78
U,NNN,62
TTTTTT,LLLLLLLLLLL,28
LLLLLLLLL,LLLLLLLLLL,91
ZZZZZZ,RRRRRRRRRR,29
WW,XXXXX,78
GGGGGGGG,HHHHHHHHHH,59
AA,GGGGGGGGGGG,31
VVV,GGGGGGGG,43
G,EEEE,75
IIII,HHHHHHHH,26
CCC,OOOOOOOOOO,89
DDDDD,EEEEEEEEEEEE,84
PPP,NNNNNNNN,61
BBBBB,MMMMMM,8
PPP,DDDDDD,13
QQQQQQ,AAAAAAAAAAA,96
GGG,III,41
J,OOOOOOO,60
VV,DDDDDDDD,25
RRRRRR,UUUUUU,38
FFFFFFFFFF,XXXXXXXXXXX,91
UU,EEEEE,88
SS,LLLL,11
GG,WWWW,27
YYY,LLLLLL,87
PP,AAA,72
RRRRRR,YYYYYYYYYYY,5
XX,QQQQQQQQQQQ,75
BBBBBB,YYYYYY,59
T,KKK,62
RRR,SSSSS,81
AAAAA,RRRRR,67
TT,UUUUUUUUUUU,50
AAAA,WWWWWWWW,24
TTTTTTTTTT,AAAAAAAAAAAA,98
SSSSSSSSSS,AAAAAAAAAAAA,53
U,SSSSSSSSS,43
LLLL,MMMMMMMMMM,31
XXXXX,RRRRRRRRR,87
KKKK,AAAAAAAAA,6
KKKKKKK,RRRRRRRRR,21
BBBBBBBBBB,AAAAAAAAAAAA,39
HHHHH,CCCCCCCCC,41
DDDD,TTTTT,36
QQ,HHHHHHHHH,88
SSSSSSSSS,LLLLLLLLLL,85
RRRRR,SSSSSSSSSS,65
TTT,ZZZZ,72
OOOOOOO,YYYYYYYYYY,44
BBBBB,EEEEEEEEEEEE,13
AAAAAAA,GGGGGGGG,73
YY,FFF,56
N,VVVVVVVVV,69
MMMMM,AAAAAAAAAA,42
KK,NNNNN,46
FFF,UUUUUUUU,77
BB,QQQQQQQQ,80
JJ,SSSSSSSSSS,76
UUUUUUU,YYYYYYYYYYY,8
PPPPPP,WWWWWWWWWW,69
JJJJJJJJJ,OOOOOOOOO,70
RRRR,SSSSSSSSSS,88
QQQQ,GGGGGGGGGG,23
WWWWWWWW,QQQQQQQQQQ,26
VV,HHHHHHH,7
TTTTTTT,WWWWWWWWW,41
R,JJ,68
JJJJJJJJ,CCCCCCCCCCCC,90
O,BBBB,62
JJJJJJ,IIIIIIII,30
AAA,MMMMMMMMMMMM,29
WWW,XXXXXXXXXX,47
U,GGGGGGGGGGG,28
BBBBB,TTTTTTTT,38
PPPPPPP,HHHHHHHHHH,46
O,ZZZZZZZZZZZ,83
YYYYYY,BBBBBBBBB,49
SSSSSSS,QQQQQQQQQQ,39
XXXXXXXXXXX,MMMMMMMMMMMM,56
RRRRRRRR,MMMMMMMMMM,48
WW,OOOOOOOOO,100
DDD,AAAAAAAAAAAA,40
XXXXXX,YYYYYY,42
SSSSSSSSSS,HHHHHHHHHHHH,96
GGGGG,ZZZZZZZ,19
QQQQQ,LLLLLLLLL,78
TTTTTTTTT,JJJJJJJJJJ,2
U,VV,70
RRRRRRRRR,SSSSSSSSS,88
SS,III,9
XX,PPPPPPP,34
MM,BBBBBBBB,22
AAAAA,KKKKKKKKKKK,76
PPPPP,BBBBBBBB,50
SS,RRRRRRRR,40
NN,OOOOOO,65
Q,JJJJJ,82
DDD,MMMMMMMMMMMM,79
FFF,MMMMMMMMMM,22
MMMMM,CCCCCCC,84
QQQQQQ,YYYYYYYY,30
EEEEEEEE,FFFFFFFFFF,31
B,ZZZZZZ,24
XXXXXXXX,DDDDDDDDDDD,67
AAAAAAA,OOOOOOOOOOO,58
OOOOOOO,QQQQQQQQ,25
BBBBB,SSSSSSSSSSS,47
LLLLLLLL,TTTTTTTT,62
PPPPPPPPPP,QQQQQQQQQQQ,49
TT,TTTTTTTTT,13
HH,HHHHHHHH,27
YYYY,LLLLLLLLLL,81
NNNNNN,FFFFFFFFFFFF,54
SSSSSS,FFFFFFFFFFFF,65
D,FFFFFFFFF,9
LL,NNNNNNNNNNN,49
X,VVVVVVVV,76
F,DDDDDDDDDDDD,38
AAAA,QQQQQQQQQQ,22
KKKKK,CCCCCCCCCCC,75
UU,AAAA,45
RRR,XXXXXXX,13
VVVVVVV,VVVVVVVVVVV,12
GGGGGGG,PPPPPPPPP,8
B,AAAAAAAAAA,34
SSSSSS,WWWWWWWW,51
Z,TTTTTTTTT,23
TTTTT,JJJJJJ,30
M,BBBBBBBBBB,44
MMM,HHHHHH,87
GGG,HHHHHHH,11
DD,EEEEEEE,93
X,PPPPPPPP,2
YYYYY,UUUUUUUUUUU,59
NNNN,MMMMMMMMMM,73
B,TTTTTTTT,92
U,LLLLLLLL,21
WWWWWW,JJJJJJJJJJ,39
O,GGG,4
XXXXXXX,YYYYYYYYYYY,39
N,BBBBB,30
LLLL,LLLLLLLLL,20
KKKKKKKKKKK,LLLLLLLLLLLL,72
GGG,OOOOOOOOOOO,2
HHHHHHH,HHHHHHHHHHH,41
GG,SSSS,75
EEEE,PPPPPPPP,21
HHHHHH,SSSSSSSSSS,26
Z,AA,53
WW,QQQ,17
SSSS,HHHHHHHHHHHH,19
FF,YYYYYYYYY,7
TTTTT,WWWWWWWWWW,56
I,XXXXXXXXXX,73
YYY,MMMMMMMM,57
FFFFF,JJJJJJJJ,9
TTTTT,ZZZZZZZZZZZ,52
RRR,NNNNNN,75
RRRRR,YYYYYY,33
WWWWWWWW,GGGGGGGGGGG,10
UU,AAAAAAAA,46
K,RRR,68
DDD,BBBBBBBB,4
Z,NNNN,15
GGGGGGG,JJJJJJJJJJJJ,47
O,JJJJJJ,90
LLLLL,EEEEEEEEE,90
ZZZ,DDDDDD,66
TTTTTT,GGGGGGGGG,8
E,UUUUUUUUUU,23
RRRRRRR,AAAAAAAAAAA,91
OOOOOOOOO,UUUUUUUUU,71
DDDD,XXXX,18
FFF,RRRRRRRRR,76
EE,TTTTTT,15
PPP,PPPPPPPP,83
GGGGGGGGG,OOOOOOOOOOO,75
DDDDDDDDDDD,RRRRRRRRRRR,44
C,MMMMM,74
SSS,IIIIIII,20
TTTTT,QQQQQQQQQQQ,44
CCCCCC,EEEEEEEEEEE,45
DD,XXXXXX,86
MMMMMM,OOOOOO,33
FFFFF,PPPPPPPPPPP,74
SSSSSSS,DDDDDDDDDDDD,25
OO,FFFFFFFFFFFF,1
ZZ,QQQ,72
OOOOOOOOOO,UUUUUUUUUUU,5
F,QQQQQQQQQQ,23
MMMM,VVVV,14
LLLLLLL,JJJJJJJJJ,15
ZZZ,DDDDDDDD,49
R,ZZZZZZZZZZ,99
AAAAAAAA,BBBBBBBBBBBB,49
WW,PPPPPP,87
CCCCCCCC,DDDDDDDDD,33
OOOOOOOO,XXXXXXXXX,68
S,BB,44
YY,SSSSSSSSS,82
RRRRR,RRRRRRRRR,22
OOOOO,ZZZZZZZZZZZ,15
AAAAAAAA,YYYYYYYYYYY,87
FFF,HHHHHHHHH,10
N,JJJJJJJ,60
H,UUUUUUUUUUU,70
DDDDDDD,IIIIIIIIII,67
V,IIIII,83
D,NNNNNNNNNN,63
Z,VVVVVVV,55
ZZZ,EEEEEEEE,1
XXXX,DDDDD,68
FFFFF,NNNNNNNNNN,77
M,LLLLL,35
IIIIIII,VVVVVVVVV,60
EEEEEEEE,JJJJJJJJJJJ,33
AA,GGGGGGGGG,43
LL,LLLL,96
EEEE,TTTTTTTTTTT,38
RR,LLLLLLLLL,25
GGGG,IIIIIIIIII,6
Z,III,12
RRRR,XXXXXXXXX,72
RRRRRRRRR,UUUUUUUUUUU,58
UUUUUUUUU,WWWWWWWWW,57
A,PPPPPPPP,59
VVVV,JJJJJJJJJJ,84
CCCC,AAAAAAAAAAA,71
RRRR,OOOOOOOOOOO,63
YYYYYYYYY,EEEEEEEEEEE,36
H,LLLLLL,56
Q,VVVVVVVV,98
YYYYYY,LLLLLLL,74
WWWWWW,FFFFFFFFFFFF,83
AAAAAAAAAAA,RRRRRRRRRRR,88
DDD,HHHHHH,52
DDDDDDD,OOOOOOOO,62
CC,CCCCCCCCCCC,62
UU,YYYYYY,73
GGG,MMMMMMMMMM,96
Z,EEEEEEEE,27
HHHHHH,KKKKKKKK,80
UUUUUUU,SSSSSSSSSSS,66
RRRRRRRRRRR,VVVVVVVVVVV,27
III,YYYYYYY,34
RR,TTTTTTTTT,20
SS,ZZZZZZZ,80
MMM,WWWWWWWWWWW,12
DDDD,YYYYY,86
TTTTTT,GGGGGGGGGGGG,83
WWWWWWW,KKKKKKKKK,65
SSSSSSSSS,YYYYYYYYYY,84
PP,PPPPP,59
EEEEEEE,RRRRRRRR,53
RRR,TTTTTTTTTTT,11
ZZZZZZZ,WWWWWWWWWWW,44
MMMM,GGGGGG,55
ZZZZZZ,WWWWWWWWWWW,83
OO,SSSSS,16
WWWW,BBBBBBBBBBBB,49
KKK,AAAAAAAAAAA,65
NNNNNNNNNNN,HHHHHHHHHHHH,67
XXXXX,JJJJJJJ,48
R,CC,100
GGGGGG,TTTTTTTTT,58
J,WWWWWWWWWW,87
CCC,JJJJJJJJ,72
G,SSSSSSS,97
BBBBBB,UUUUUUU,54
NNNNNN,KKKKKKKKKKKK,100
Q,EEEEEE,78
S,U,91
OOOOOO,ZZZZZZ,6
GGGGGGGG,AAAAAAAAA,72
YYYYYYY,BBBBBBBBBBB,26
CCCC,BBBBB,61
MM,EEEEEEEEEEE,15
CCC,PPP,49
E,WW,4
YY,BBBBBBBB,72
WWW,HHHHHHHHHH,52
QQQQQQQ,AAAAAAAAA,19
YYYYYYYY,YYYYYYYYY,93
EEEE,TTTTT,25
ZZ,DDDDDD,50
BBBBBBBBBBBB,DDDDDDDDDDDD,35
TTTTTTT,BBBBBBBBBBBB,33
Q,HHHHHHHHHHHH,43
YYYYYY,KKKKKKKKKK,90
FFFFFF,JJJJJJJJJJJJ,33
QQQQQQ,RRRRRRRRR,19
QQ,FFFFF,91
P,EE,41
ZZ,VVVVVVVV,7
MMMMMM,SSSSSSSSSSS,51
QQ,QQQQQQQQ,39
WWWW,AAAAAA,6
UUUUUU,BBBBBBBBBBBB,73
RRRRRRRRR,VVVVVVVVVVV,93
QQQ,NNNNNNNNNNN,72
SSSSSS,SSSSSSSS,31
K,CCCCCCC,38
GGG,EEEE,37
FFF,ZZZZZZZZZZZ,41
TTTT,RRRRRR,82
DD,EEEEEEEE,9
UUUUUUU,DDDDDDDD,7
SSSSSSSSS,ZZZZZZZZZ,70
ZZZZZZZZZ,HHHHHHHHHH,30
OOOOOOOOOO,NNNNNNNNNNN,99
UU,BBBBBBBBBBBB,15
MMMMM,JJJJJJJJ,78
UUU,QQQQQ,84
HHHH,XXXXXXXX,51
MM,GGGGGGGGGGG,44
GGGGG,XXXXXX,17
MM,NNNNNNNNNNN,18
IIIIII,UUUUUU,29
AA,RRRRRRR,68
JJJJJJJJJJ,JJJJJJJJJJJ,81
O,VVVVVVV,3
VV,RRRRRRRRRRR,8
JJJJ,YYYYYYYYYY,57
W,NNNNNNNN,34
GGG,EEEEEEEEE,99
LLLLLLL,RRRRRRRR,6
FFFFF,UUUUUUUUUU,74
MMMM,VVVVVVV,36
XXXXXXX,IIIIIIIIIIII,32
XX,PPPPPPPPPPP,13
YY,QQQQQQQQQQ,57
SSS,WWWWWWWWW,26
VVVVVV,EEEEEEEEE,10
AA,UU,36
UUUU,RRRRRRRRRRR,41
RRRRRR,LLLLLLLLLL,83
HHHHHHHH,KKKKKKKKKKK,99
VVV,UUUU,39
ZZZZZZZZZ,RRRRRRRRRRR,92
LLLLLLLL,FFFFFFFFFFF,59
LLLLL,LLLLLLLLL,81
P,AA,61
VVVVV,EEEEEEEE,73
KKKKKK,YYYYYYYYYYY,40
IIIIIIIIII,QQQQQQQQQQ,18
C,WWW,67
IIIII,YYYYYYYYYYY,63
EEEEEEEEEE,FFFFFFFFFFF,70
UUUUUUU,PPPPPPPPPPP,48
IIIIIIIIII,LLLLLLLLLL,2
CCCCCCCCCCC,CCCCCCCCCCCC,53
L,HHHH,39
OOOO,ZZZZZ,53
GGG,EEEEEEEE,62
DDDDDDD,QQQQQQQQQQ,48
QQQQQQ,GGGGGGG,9
WWWWWWWW,BBBBBBBBBBB,17
EEEEEEEEEE,FFFFFFFFFF,6
GGG,GGGGGGGGG,10
ZZZZZZZ,SSSSSSSS,36
H,YYYYY,94
UU,XXXXXXXX,12
RR,PPPPPPPPP,51
HHHHHHH,IIIIIIIII,62
VVVVVVVVVV,QQQQQQQQQQQ,65
J,DDDDD,87
ZZZZZZ,UUUUUUUU,96
CC,BBBBBBBBBBBB,82
LLLLL,TTTTTT,89
YYYYYYY,DDDDDDDDDDD,24
FFFF,VVVV,70
VVVVV,RRRRRRRRRRR,23
EEE,TTTTTT,61
BBBB,IIII,74
S,UUUUUUUUUUU,80
AAAAAAA,FFFFFFF,5
UUUU,KKKKKKKKK,48
IIIII,XXXXXXXX,49
L,IIII,93
U,GGGG,12
V,EEEEEEEEEEEE,66
KK,CCCC,29
G,ZZZZZZZ,73
EEE,FFFFFFFFFFFF,53
WWWWWW,EEEEEEEEEEE,22
IIIIIII,NNNNNNNNNN,65
F,O,91
ZZZZ,JJJJJJJJ,71
UUU,OOOOOOOO,50
S,KKKKKKK,21
KKKKKKK,UUUUUUU,52
K,JJJJJJJJ,10
